,Conflict type,Vehicle order,PET,TA
3793,Merge,HV-AV,5.4,2.767021912718942
3794,Merge,HV-AV,5.4,3.8024329234551075
3795,Merge,HV-AV,5.4,5.658990625113855
3796,Merge,HV-AV,5.4,8.596864726291134
3797,Merge,HV-AV,5.4,12.767398570787044
3798,Merge,HV-AV,5.4,18.65458010954387
3827,Merge,HV-AV,5.4,19.96829155156266
3828,Merge,HV-AV,5.4,18.592817803802145
3829,Merge,HV-AV,5.4,17.406277683951515
3830,Merge,HV-AV,5.4,16.373938562700307
3831,Merge,HV-AV,5.4,15.478994582734318
3832,Merge,HV-AV,5.4,14.687460877053352
3833,Merge,HV-AV,5.4,13.989414300692486
3834,Merge,HV-AV,5.4,13.369320225249195
3835,Merge,HV-AV,5.4,12.81508071257779
3836,Merge,HV-AV,4.6,2.9513260129801857
3837,Merge,HV-AV,4.6,2.829135570886198
3838,Merge,HV-AV,4.6,2.6687323394128706
3839,Merge,HV-AV,4.6,2.3597136470119544
3840,Merge,HV-AV,4.6,1.919615275651891
3841,Merge,HV-AV,4.6,1.278262507700287
3842,Merge,HV-AV,4.6,0.31810266194478665
3843,Merge,HV-AV,4.6,-1.046423132988327
3844,Merge,HV-AV,4.6,-2.9567400893197906
3845,Merge,HV-AV,4.6,-5.680748855605209
3846,Merge,HV-AV,4.6,-9.41427549124984
3847,Merge,HV-AV,4.6,-14.429071763781094
3855,Merge,HV-AV,4.6,-13.682905238194003
3856,Merge,HV-AV,4.6,-1.787853997588087
3857,Merge,HV-AV,4.6,12.640965896890428
3928,Merge,HV-AV,4.6,18.603311367085546
3929,Merge,HV-AV,4.6,16.88386765408064
3930,Merge,HV-AV,4.6,15.567412369234445
3931,Merge,HV-AV,4.6,14.530962314214031
3932,Merge,HV-AV,4.6,13.694662618336883
3933,Merge,HV-AV,4.6,13.027954771675416
3934,Merge,HV-AV,4.6,12.474593029552679
3935,Merge,HV-AV,4.6,12.006538349618777
3936,Merge,HV-AV,4.6,11.594928482643866
3937,Merge,HV-AV,4.6,11.220856051687822
3938,Merge,HV-AV,4.6,10.867867966470461
3939,Merge,HV-AV,4.6,10.526211618781641
3940,Merge,HV-AV,4.6,10.197941954943731
3941,Merge,HV-AV,4.6,9.873616164510407
3942,Merge,HV-AV,7.7,0.5678385552163636
3943,Merge,HV-AV,7.7,0.5412524209089007
3944,Merge,HV-AV,7.7,0.6243559716452225
3945,Merge,HV-AV,7.7,0.8587093643248931
3946,Merge,HV-AV,7.7,1.2340286896252657
3947,Merge,HV-AV,7.7,1.7475405549356395
3948,Merge,HV-AV,7.7,2.410323146452069
3949,Merge,HV-AV,7.7,3.194311566991625
3950,Merge,HV-AV,7.7,4.082766505912477
3951,Merge,HV-AV,7.7,5.031554895116303
3952,Merge,HV-AV,7.7,6.024927167329916
3953,Merge,HV-AV,7.7,7.036283531182446
3954,Merge,HV-AV,7.7,8.098392768079202
3955,Merge,HV-AV,7.7,9.182845497724418
3956,Merge,HV-AV,7.7,10.344184863939708
3957,Merge,HV-AV,7.7,11.593357022913484
3958,Merge,HV-AV,7.7,12.977965332193724
3959,Merge,HV-AV,7.7,14.54590926846652
3960,Merge,HV-AV,7.7,16.362695708405106
3961,Merge,HV-AV,7.7,18.55102244722015
3981,Merge,AV-HV,4.2,4.248451799303863
3982,Merge,AV-HV,4.2,4.529863052013712
3983,Merge,AV-HV,4.2,4.789711752185612
3984,Merge,AV-HV,4.2,5.038370483017112
3985,Merge,AV-HV,4.2,5.2665586565792735
3986,Merge,AV-HV,4.2,5.474475941484056
3987,Merge,AV-HV,4.2,5.662705354121178
3988,Merge,AV-HV,4.2,5.8099681391476965
3989,Merge,HV-AV,4.5,4.594139311904799
3990,Merge,HV-AV,4.5,4.775994385145725
3991,Merge,HV-AV,4.5,4.970692107773831
3992,Merge,HV-AV,4.5,5.207956805060978
3993,Merge,HV-AV,4.5,5.4698804069703915
3994,Merge,HV-AV,4.5,5.765177750282636
3995,Merge,HV-AV,4.5,6.116377228890235
3996,Merge,HV-AV,4.5,6.488439897098262
3997,Merge,HV-AV,4.5,6.904343379753445
3998,Merge,HV-AV,4.5,7.358459970033954
3999,Merge,HV-AV,4.5,7.864250511591154
4000,Merge,HV-AV,4.5,8.445235508955946
4001,Merge,HV-AV,4.5,9.108439351226506
4002,Merge,HV-AV,4.5,9.882740624214662
4003,Merge,HV-AV,4.5,10.853611443597577
4004,Merge,HV-AV,4.5,12.073928412445866
4005,Merge,HV-AV,4.5,13.827540719459334
4006,Merge,HV-AV,4.5,16.154223477298153
4007,Merge,HV-AV,4.5,19.369819103327067
4033,Merge,HV-AV,4.5,19.658655912210623
4034,Merge,HV-AV,4.5,18.189582468829332
4035,Merge,HV-AV,4.5,17.014375250322963
4036,Merge,HV-AV,4.5,16.070158816490014
4037,Merge,HV-AV,4.5,15.281564680445685
4038,Merge,HV-AV,4.5,14.62315597413774
4039,Merge,HV-AV,4.5,14.046459615716985
4040,Merge,HV-AV,4.5,13.541025290424331
4041,Merge,HV-AV,4.5,13.078742407864674
4042,Merge,HV-AV,4.5,12.649104670761567
4043,Merge,HV-AV,4.5,12.248789164564277
4044,Merge,HV-AV,4.5,11.866441142307302
4045,Merge,HV-AV,4.5,11.502474955728465
4046,Merge,HV-AV,4.5,11.149345916004226
4047,Merge,HV-AV,4.5,10.81423157147812
4048,Merge,HV-AV,4.5,10.502253053290445
4049,Merge,HV-AV,4.5,10.204900904811135
4050,Merge,HV-AV,4.5,9.911809427859769
4051,Merge,HV-AV,4.5,9.635960568893605
4052,Merge,HV-AV,4.5,9.368900726036001
4053,Merge,HV-AV,4.5,9.116118530312606
4054,Merge,HV-AV,9.1,7.3261138600578395
4055,Merge,HV-AV,9.1,7.8942452172193915
4056,Merge,HV-AV,9.1,8.481652562125966
4057,Merge,HV-AV,9.1,9.103450018734108
4058,Merge,HV-AV,9.1,9.762788579478002
4059,Merge,HV-AV,9.1,10.463722772793991
4060,Merge,HV-AV,9.1,11.235221577283024
4061,Merge,HV-AV,9.1,12.079558457781753
4062,Merge,HV-AV,9.1,13.032482726036523
4063,Merge,HV-AV,9.1,14.134577379057367
4064,Merge,HV-AV,9.1,15.419401704791074
4065,Merge,HV-AV,9.1,16.942172965627528
4066,Merge,HV-AV,9.1,18.768724354722554
4094,Merge,AV-HV,3.3,17.798361188870743
4095,Merge,AV-HV,3.3,14.809620989679976
4096,Merge,AV-HV,3.3,12.478221877724385
4097,Merge,AV-HV,3.3,10.691358386057548
4098,Merge,AV-HV,3.3,9.298246103718018
4099,Merge,AV-HV,3.3,8.20960365380775
4100,Merge,AV-HV,3.3,7.326295905817263
4101,Merge,AV-HV,3.3,6.66381938404272
4102,Merge,AV-HV,3.3,6.132962668232706
4103,Merge,AV-HV,3.3,5.708862887420334
4104,Merge,AV-HV,2.3,14.194455647924535
4105,Merge,AV-HV,2.3,14.548220977938996
4106,Merge,AV-HV,2.3,14.350854717202232
4107,Merge,AV-HV,2.3,14.185583306756179
4108,Merge,AV-HV,2.3,13.760373739929456
4109,Merge,AV-HV,2.3,13.65118040902855
4110,Merge,AV-HV,2.3,13.562188429445353
4111,Merge,AV-HV,2.3,13.43567975561897
4112,Merge,AV-HV,2.3,13.388828783327174
4113,Merge,AV-HV,2.3,13.235327649054394
4114,Merge,AV-HV,2.3,12.943896581443658
4115,Merge,AV-HV,2.3,12.462697375518939
4116,Merge,AV-HV,2.3,11.815818464864694
4117,Merge,AV-HV,2.3,11.057378089263073
4118,Merge,AV-HV,2.3,10.180409097155332
4119,Merge,AV-HV,2.3,9.281730942035837
4120,Merge,AV-HV,2.3,8.396448171351047
4121,Merge,AV-HV,2.3,7.567810567704289
4122,Merge,AV-HV,2.3,6.795834514880111
4123,Merge,AV-HV,2.3,6.134783899160075
4124,Merge,AV-HV,2.3,5.567672512460254
4125,Merge,AV-HV,2.3,5.100226883304161
4126,Merge,AV-HV,2.3,4.698672476353902
4127,Merge,AV-HV,2.3,4.372647374043221
4128,Merge,AV-HV,2.3,4.1034022662242515
4129,Merge,AV-HV,2.3,3.873038649632673
4130,Merge,AV-HV,2.3,3.678464814158121
4131,Merge,AV-HV,2.3,3.5218437858110776
4132,Merge,AV-HV,2.3,3.3848117477822384
4133,Merge,AV-HV,2.3,3.2715170675038747
4134,Merge,AV-HV,2.3,3.167651676993592
4135,Merge,AV-HV,2.3,3.0841904153011512
4136,Merge,AV-HV,2.3,3.0032776047770855
4137,Merge,AV-HV,2.3,2.9345712369306485
4138,Merge,AV-HV,2.3,2.8748052383683955
4139,Merge,AV-HV,2.3,2.8234675308424806
4140,Merge,AV-HV,2.3,2.7902711234683952
4141,Merge,AV-HV,2.3,2.7604130253132086
4142,Merge,HV-AV,8.8,-4.158678791869517
4143,Merge,HV-AV,8.8,-3.8460555024813576
4144,Merge,HV-AV,8.8,-3.453384508672144
4145,Merge,HV-AV,8.8,-2.998939824661555
4146,Merge,HV-AV,8.8,-2.484785128060924
4147,Merge,HV-AV,8.8,-1.9504311674875003
4148,Merge,HV-AV,8.8,-1.3872111428337828
4149,Merge,HV-AV,8.8,-0.8113235373799679
4150,Merge,HV-AV,8.8,-0.23877589726870418
4151,Merge,HV-AV,8.8,0.31216258220352344
4152,Merge,HV-AV,8.8,0.8615139596760564
4153,Merge,HV-AV,8.8,1.3936140537166972
4154,Merge,HV-AV,8.8,1.901768263450557
4155,Merge,HV-AV,8.8,2.382000583643343
4156,Merge,HV-AV,8.8,2.8464726709347064
4157,Merge,HV-AV,8.8,3.293430530244785
4158,Merge,HV-AV,8.8,3.720167956870644
4159,Merge,HV-AV,8.8,4.130547833757998
4160,Merge,HV-AV,8.8,4.5272579501423635
4161,Merge,HV-AV,8.8,4.904161103271441
4162,Merge,HV-AV,8.8,5.275683726036869
4163,Merge,HV-AV,8.8,5.640120625769038
4164,Merge,HV-AV,8.8,5.9986412040271535
4165,Merge,HV-AV,8.8,6.35105597580686
4166,Merge,HV-AV,8.8,6.702484215117236
4167,Merge,HV-AV,8.8,7.055170129627895
4168,Merge,HV-AV,8.8,7.407359063078772
4169,Merge,HV-AV,8.8,7.767837734898131
4170,Merge,HV-AV,8.8,8.145561440541135
4171,Merge,HV-AV,8.8,8.549717778616854
4172,Merge,HV-AV,8.8,8.975701836146747
4173,Merge,HV-AV,8.8,9.442704121801631
4174,Merge,HV-AV,8.8,9.966526037716061
4175,Merge,HV-AV,8.8,10.557248053632994
4176,Merge,HV-AV,8.8,11.230047395921375
4177,Merge,HV-AV,8.8,11.995306057739386
4178,Merge,HV-AV,8.8,12.856770856656368
4179,Merge,HV-AV,8.8,13.846523407155505
4180,Merge,HV-AV,8.8,14.993778891561515
4181,Merge,HV-AV,8.8,16.28250109244076
4182,Merge,HV-AV,8.8,17.766457724313263
4183,Merge,HV-AV,8.8,19.431783776236358
4188,Merge,AV-HV,3.5,-19.494725352193132
4189,Merge,AV-HV,3.5,-8.897195658240669
4190,Merge,AV-HV,3.5,-0.07570764168142574
4191,Merge,AV-HV,3.5,8.132982421680452
4192,Merge,AV-HV,3.5,15.661082864219175
4234,Merge,AV-HV,3.5,19.623531863690047
4235,Merge,AV-HV,3.5,16.95967755008234
4236,Merge,AV-HV,3.5,14.772131441380596
4237,Merge,AV-HV,3.5,13.003113485378849
4238,Merge,AV-HV,3.5,11.543568992884566
4239,Merge,AV-HV,3.5,10.349059437743124
4240,Merge,AV-HV,3.5,9.321639048905572
4241,Merge,AV-HV,3.5,8.462314082070465
4242,Merge,AV-HV,3.5,7.785733036844179
4243,Merge,AV-HV,3.5,7.173978537462188
4244,Merge,AV-HV,3.5,6.69163394783396
4245,Merge,AV-HV,3.5,6.264056848090126
4246,Merge,AV-HV,3.5,5.8987987262025845
4247,Merge,AV-HV,3.5,5.601689202229944
4280,Merge,AV-HV,3.3,7.046605424564785
4281,Merge,AV-HV,3.3,6.630944240908376
4282,Merge,AV-HV,3.3,6.269235520069831
4283,Merge,AV-HV,3.3,5.91743121680063
4284,Merge,AV-HV,3.3,5.643349960454133
4285,Merge,AV-HV,3.3,5.413959057388281
4286,Merge,AV-HV,3.3,5.194680484129485
4287,Merge,AV-HV,3.3,5.019933147338113
4288,Merge,AV-HV,3.3,4.829668816369134
4289,Merge,AV-HV,3.3,4.698265836271
4290,Merge,AV-HV,3.3,4.598993316389789
4550,Merge,HV-AV,6.4,-17.642557489954527
4551,Merge,HV-AV,6.4,-14.750589918186295
4552,Merge,HV-AV,6.4,-12.143477607842197
4553,Merge,HV-AV,6.4,-9.868066798511173
4554,Merge,HV-AV,6.4,-7.843540498724636
4555,Merge,HV-AV,6.4,-6.086511471059779
4556,Merge,HV-AV,6.4,-4.544887013900864
4557,Merge,HV-AV,6.4,-3.2039380215891295
4558,Merge,HV-AV,6.4,-2.015400044360174
4559,Merge,HV-AV,6.4,-0.9698165421453186
4560,Merge,HV-AV,6.4,-0.04000657002323216
4561,Merge,HV-AV,6.4,0.7993288418373687
4562,Merge,HV-AV,6.4,1.5601961082641402
4563,Merge,HV-AV,6.4,2.2678263959412917
4564,Merge,HV-AV,6.4,2.92530732051746
4565,Merge,HV-AV,6.4,3.544814509471645
4566,Merge,HV-AV,6.4,4.142992747430854
4567,Merge,HV-AV,6.4,4.7352838042332435
4568,Merge,HV-AV,6.4,5.332763600242748
4569,Merge,HV-AV,6.4,5.942739591413348
4570,Merge,HV-AV,6.4,6.5899183386308495
4571,Merge,HV-AV,6.4,7.287672969811467
4572,Merge,HV-AV,6.4,8.054683151007922
4573,Merge,HV-AV,6.4,8.9063727072264
4574,Merge,HV-AV,6.4,9.863965095660951
4575,Merge,HV-AV,6.4,10.961039553647591
4576,Merge,HV-AV,6.4,12.236016339906502
4577,Merge,HV-AV,6.4,13.724423971817238
4578,Merge,HV-AV,6.4,15.488923107747295
4579,Merge,HV-AV,6.4,17.605394387095888
4616,Merge,AV-HV,2.4,-14.815087506792338
4617,Merge,AV-HV,2.4,-0.7833412690194024
4618,Merge,AV-HV,2.4,6.667436943798847
4619,Merge,AV-HV,2.4,10.94638573767812
4620,Merge,AV-HV,2.4,13.6590787054786
4621,Merge,AV-HV,2.4,15.718613036878772
4622,Merge,AV-HV,2.4,17.25849488198303
4623,Merge,AV-HV,2.4,18.703253732563056
4659,Merge,AV-HV,2.4,19.9878594776376
4660,Merge,AV-HV,2.4,17.71434662709251
4661,Merge,AV-HV,2.4,15.642145068886265
4662,Merge,AV-HV,2.4,13.800101828658752
4663,Merge,AV-HV,2.4,12.19605596051025
4664,Merge,AV-HV,2.4,10.825304559382733
4665,Merge,AV-HV,2.4,9.649417443955057
4666,Merge,AV-HV,2.4,8.642299112205109
4667,Merge,AV-HV,2.4,7.793562091659424
4668,Merge,AV-HV,2.4,7.085777343453726
4669,Merge,AV-HV,2.4,6.491617419040184
4670,Merge,AV-HV,2.4,5.980561072472997
4671,Merge,AV-HV,2.4,5.549544195000279
4672,Merge,AV-HV,2.4,5.176698757060824
4673,Merge,AV-HV,2.4,4.869811282253459
4674,Merge,AV-HV,2.4,4.584172272334645
4675,Merge,AV-HV,2.4,4.352771289302616
4676,Merge,AV-HV,2.4,4.138475475384717
4677,Merge,AV-HV,2.4,3.947441720738623
4678,Merge,AV-HV,2.4,3.778613486366274
4679,Merge,AV-HV,2.4,3.6325733598490504
4741,Merge,AV-HV,2.5,5.453018950061251
4742,Merge,AV-HV,2.5,5.117175546263419
4743,Merge,AV-HV,2.5,4.807959682338255
4744,Merge,AV-HV,2.5,4.5195812121567425
4745,Merge,AV-HV,2.5,4.264291422522704
4746,Merge,AV-HV,2.5,4.0245317287767675
4747,Merge,AV-HV,2.5,3.819594741086892
4774,Merge,HV-AV,6.7,8.791574371707298
4775,Merge,HV-AV,6.7,9.971553646162048
4776,Merge,HV-AV,6.7,11.366798726916501
4777,Merge,HV-AV,6.7,13.056280588432683
4778,Merge,HV-AV,6.7,15.14899574982246
4779,Merge,HV-AV,6.7,17.81600881535744
4793,Merge,HV-AV,8.2,1.3733935122214875
4794,Merge,HV-AV,8.2,1.545736677779387
4795,Merge,HV-AV,8.2,1.6941811072790678
4796,Merge,HV-AV,8.2,1.8363183427213294
4797,Merge,HV-AV,8.2,1.974919484435477
4798,Merge,HV-AV,8.2,2.110639179091174
4799,Merge,HV-AV,8.2,2.249383113029589
4800,Merge,HV-AV,8.2,2.404349225314117
4801,Merge,HV-AV,8.2,2.570069869436453
4802,Merge,HV-AV,8.2,2.7472222846169636
4803,Merge,HV-AV,8.2,2.9457011812753384
4804,Merge,HV-AV,8.2,3.1636360394043286
4805,Merge,HV-AV,8.2,3.3901675796484714
4806,Merge,HV-AV,8.2,3.628038840652467
4807,Merge,HV-AV,8.2,3.8703036636694073
4808,Merge,HV-AV,8.2,4.1221170299219825
4809,Merge,HV-AV,8.2,4.373815553421546
4810,Merge,HV-AV,8.2,4.630632222441052
4811,Merge,HV-AV,8.2,4.885339044991668
4812,Merge,HV-AV,8.2,5.141706828838872
4813,Merge,HV-AV,8.2,5.412110228475244
4814,Merge,HV-AV,8.2,5.662953321000863
4815,Merge,HV-AV,8.2,5.915578914864053
4816,Merge,HV-AV,8.2,6.164394028701915
4817,Merge,HV-AV,8.2,6.413160173219559
4818,Merge,HV-AV,8.2,6.666171552729976
4819,Merge,HV-AV,8.2,6.938747286282093
4820,Merge,HV-AV,8.2,7.218182047260059
4821,Merge,HV-AV,8.2,7.533144648587106
4822,Merge,HV-AV,8.2,7.875735545984204
4823,Merge,HV-AV,8.2,8.264554849586158
5013,Merge,AV-HV,3.7,19.17682157933463
5014,Merge,AV-HV,3.7,17.75420668623828
5015,Merge,AV-HV,3.7,16.25720927695511
5016,Merge,AV-HV,3.7,14.841146401805815
5017,Merge,AV-HV,3.7,13.516708176252974
5018,Merge,AV-HV,3.7,12.322691253385875
5019,Merge,AV-HV,3.7,11.254868834343656
5028,Merge,AV-HV,3.9,19.652764906827752
5029,Merge,AV-HV,3.9,17.145165698183177
5030,Merge,AV-HV,3.9,14.993129121310728
5031,Merge,AV-HV,3.9,13.30034507813158
5032,Merge,AV-HV,3.9,12.069615064267024
5033,Merge,AV-HV,3.9,11.039220388822823
5034,Merge,AV-HV,3.9,10.189303510309935
5035,Merge,AV-HV,3.9,9.472786475390143
5036,Merge,AV-HV,3.9,8.831113776713774
5037,Merge,AV-HV,3.9,8.269389756733277
5038,Merge,AV-HV,3.9,7.784178947099969
5076,Merge,AV-HV,3.5,13.569056300121005
5077,Merge,AV-HV,3.5,14.126030473801721
5078,Merge,AV-HV,3.5,14.517553231192771
5079,Merge,AV-HV,3.5,14.675663236086079
5080,Merge,AV-HV,3.5,14.640856274324271
5081,Merge,AV-HV,3.5,14.39334811293975
5082,Merge,AV-HV,3.5,13.951377526994683
5083,Merge,AV-HV,3.5,13.306093582428593
5084,Merge,AV-HV,3.5,12.540950438243152
5085,Merge,AV-HV,3.5,11.7032394848822
5086,Merge,AV-HV,3.5,10.829141317866672
5087,Merge,AV-HV,3.5,9.972992223842164
5088,Merge,AV-HV,3.5,9.183985206811231
5089,Merge,AV-HV,3.5,8.429105641044442
5141,Merge,HV-AV,7.3,-0.040631319002564226
5142,Merge,HV-AV,7.3,0.3664247670848866
5143,Merge,HV-AV,7.3,0.7488483037807656
5144,Merge,HV-AV,7.3,1.1089884105718797
5145,Merge,HV-AV,7.3,1.460654646086561
5146,Merge,HV-AV,7.3,1.8020473415953635
5147,Merge,HV-AV,7.3,2.1457602739371993
5148,Merge,HV-AV,7.3,2.490429741779597
5149,Merge,HV-AV,7.3,2.8412874148586864
5150,Merge,HV-AV,7.3,3.2036057979442716
5151,Merge,HV-AV,7.3,3.572221016958278
5152,Merge,HV-AV,7.3,3.9501711818940217
5153,Merge,HV-AV,7.3,4.3390547778167
5154,Merge,HV-AV,7.3,4.7414986801515315
5155,Merge,HV-AV,7.3,5.1599082701944745
5156,Merge,HV-AV,7.3,5.593231420683034
5157,Merge,HV-AV,7.3,6.039827162026808
5158,Merge,HV-AV,7.3,6.504118888787465
5159,Merge,HV-AV,7.3,6.987022877353643
5160,Merge,HV-AV,7.3,7.5004504131723735
5161,Merge,HV-AV,7.3,8.050890856714645
5162,Merge,HV-AV,7.3,8.656443402973512
5163,Merge,HV-AV,7.3,9.318768339162645
5164,Merge,HV-AV,7.3,10.058819508101125
5165,Merge,HV-AV,7.3,10.902435042667214
5166,Merge,HV-AV,7.3,11.875726718802317
5167,Merge,HV-AV,7.3,13.017469547476429
5168,Merge,HV-AV,7.3,14.387178200686783
5169,Merge,HV-AV,7.3,16.052071304275124
5170,Merge,HV-AV,7.3,18.11941216616097
5230,Merge,HV-AV,5.4,-0.7895153991123234
5231,Merge,HV-AV,5.4,-2.390351850457291
5232,Merge,HV-AV,5.4,-3.9481162083180283
5233,Merge,HV-AV,5.4,-5.3299734763558035
5234,Merge,HV-AV,5.4,-6.635463193690818
5235,Merge,HV-AV,5.4,-7.875949898536648
5236,Merge,HV-AV,5.4,-9.050633354551865
5237,Merge,HV-AV,5.4,-10.115100443768405
5238,Merge,HV-AV,5.4,-10.938185019424761
5239,Merge,HV-AV,5.4,-11.505618694085944
5240,Merge,HV-AV,5.4,-11.749134469880735
5241,Merge,HV-AV,5.4,-11.630687528283927
5242,Merge,HV-AV,5.4,-11.073828400861325
5243,Merge,HV-AV,5.4,-10.127059340792492
5244,Merge,HV-AV,5.4,-8.904835751980237
5245,Merge,HV-AV,5.4,-7.488284007035155
5246,Merge,HV-AV,5.4,-5.9082538469612125
5247,Merge,HV-AV,5.4,-4.368778046923181
5248,Merge,HV-AV,5.4,-2.854225010979185
5249,Merge,HV-AV,5.4,-1.398878124041385
5250,Merge,HV-AV,5.4,-0.03750598830490759
5251,Merge,HV-AV,5.4,1.1982875747558221
5252,Merge,HV-AV,5.4,2.3373208723717642
5253,Merge,HV-AV,5.4,3.3996238856502714
5254,Merge,HV-AV,5.4,4.3698484858030575
5255,Merge,HV-AV,5.4,5.307815828489904
5256,Merge,HV-AV,5.4,6.167923007362363
5257,Merge,HV-AV,5.4,7.022627511400975
5258,Merge,HV-AV,5.4,7.776694775724182
5259,Merge,HV-AV,5.4,8.460736322404667
5260,Merge,HV-AV,5.4,9.114510547622256
5261,Merge,HV-AV,5.4,9.752721068998149
5262,Merge,HV-AV,5.4,10.346152318155637
5263,Merge,HV-AV,5.4,10.949171486294386
5264,Merge,HV-AV,5.4,11.54771431408216
5265,Merge,HV-AV,5.4,12.203475852194583
5266,Merge,HV-AV,5.4,12.923419626750988
5267,Merge,HV-AV,5.4,13.789302710840257
5268,Merge,HV-AV,5.4,14.85371122912062
5269,Merge,HV-AV,5.4,16.089745306643543
5270,Merge,HV-AV,5.4,17.7205106815031
5271,Merge,HV-AV,5.4,19.82806662442696
5342,Merge,HV-AV,3.0,0.7328688890429191
5343,Merge,HV-AV,3.0,0.5453846768621329
5344,Merge,HV-AV,3.0,0.44314875147301613
5345,Merge,HV-AV,3.0,0.3444486311275927
5346,Merge,HV-AV,3.0,0.3985820866491032
5347,Merge,HV-AV,3.0,0.6859654607542609
5348,Merge,HV-AV,3.0,1.2076467849615273
5349,Merge,HV-AV,3.0,2.0178794649114398
5350,Merge,HV-AV,3.0,3.1073528186983186
5351,Merge,HV-AV,3.0,4.535926781751485
5352,Merge,HV-AV,3.0,6.407243715893786
5353,Merge,HV-AV,3.0,8.488835902794714
5354,Merge,HV-AV,3.0,10.819505628573468
5355,Merge,HV-AV,3.0,13.604647147096543
5356,Merge,HV-AV,3.0,16.95135168088897
5381,Merge,HV-AV,3.0,18.451384380395446
5382,Merge,HV-AV,3.0,16.453765033006967
5383,Merge,HV-AV,3.0,14.848943527891581
5384,Merge,HV-AV,3.0,13.491840282796243
5385,Merge,HV-AV,3.0,12.344514984708516
5386,Merge,HV-AV,3.0,11.37824119468845
5387,Merge,HV-AV,3.0,10.548668011499625
5388,Merge,HV-AV,3.0,9.835434007620684
5389,Merge,HV-AV,3.0,9.214143110052728
5390,Merge,HV-AV,3.0,8.672368630574216
5391,Merge,HV-AV,3.0,8.201426089889114
5392,Merge,HV-AV,3.0,7.787323843436169
5393,Merge,HV-AV,3.0,7.419745538477974
5394,Merge,HV-AV,3.0,7.093135259373151
5395,Merge,HV-AV,3.0,6.795233660802391
5396,Merge,HV-AV,3.0,6.512969184175318
5397,Merge,HV-AV,3.0,6.220290376874672
5398,Merge,HV-AV,3.0,6.019853034645851
5399,Merge,HV-AV,3.0,5.830975077450119
5400,Merge,HV-AV,3.0,5.656424015979295
5401,Merge,HV-AV,3.0,5.495047690011229
5402,Merge,HV-AV,3.0,5.332986401217365
5403,Merge,HV-AV,3.0,5.188130481977563
5460,Merge,AV-HV,3.7,19.395426521763564
5461,Merge,AV-HV,3.7,17.701593990513572
5462,Merge,AV-HV,3.7,16.1458700794484
5463,Merge,AV-HV,3.7,14.751218103942744
5464,Merge,AV-HV,3.7,13.493975998176317
5465,Merge,AV-HV,3.7,12.356233815540397
5466,Merge,AV-HV,3.7,11.333032215005963
5467,Merge,AV-HV,3.7,10.38867886866858
5468,Merge,AV-HV,3.7,9.570078240148455
5469,Merge,AV-HV,3.7,8.836006408957891
5470,Merge,AV-HV,3.7,8.176369690947801
5480,Merge,AV-HV,4.2,11.485397537614062
5481,Merge,AV-HV,4.2,13.954313029145395
5482,Merge,AV-HV,4.2,16.639621588967238
5483,Merge,AV-HV,4.2,19.40791808229825
5508,Merge,AV-HV,4.2,18.415498808588644
5509,Merge,AV-HV,4.2,16.02643096834249
5510,Merge,AV-HV,4.2,14.114720586789966
5511,Merge,AV-HV,4.2,12.469142120097956
5512,Merge,AV-HV,2.0,19.02363881671101
5513,Merge,AV-HV,2.0,18.636927891499383
5514,Merge,AV-HV,2.0,18.154281367042216
5515,Merge,AV-HV,2.0,17.65678021438687
5516,Merge,AV-HV,2.0,17.107560909730843
5517,Merge,AV-HV,2.0,16.430232649067534
5518,Merge,AV-HV,2.0,15.594701057854188
5519,Merge,AV-HV,2.0,14.54941612815823
5520,Merge,AV-HV,2.0,13.361617482476174
5521,Merge,AV-HV,2.0,12.08989692439739
5522,Merge,AV-HV,2.0,10.810300361957136
5523,Merge,AV-HV,2.0,9.579859897187802
5524,Merge,AV-HV,2.0,8.429574166160274
5525,Merge,AV-HV,2.0,7.394202506696116
5526,Merge,AV-HV,2.0,6.469953997528101
5527,Merge,AV-HV,2.0,5.699704533708546
5528,Merge,AV-HV,2.0,5.024521653247452
5529,Merge,AV-HV,2.0,4.489239858175121
5530,Merge,AV-HV,2.0,4.039356449154987
5531,Merge,AV-HV,2.0,3.662695546713888
5532,Merge,AV-HV,2.0,3.354152578140587
5533,Merge,AV-HV,2.0,3.097816691020214
5534,Merge,AV-HV,2.0,2.8873525520390597
5535,Merge,AV-HV,2.0,2.69609723036493
5536,Merge,AV-HV,2.0,2.549857396772806
5537,Merge,AV-HV,2.0,2.447865753379756
5580,Merge,AV-HV,2.0,-1.4169550007979947
5581,Merge,AV-HV,2.0,-1.0722437650333294
5582,Merge,AV-HV,2.0,-0.7087755721185545
5583,Merge,AV-HV,2.0,-0.3321740133541624
5584,Merge,AV-HV,2.0,0.05617590074947376
5585,Merge,AV-HV,2.0,0.4641474864504307
5586,Merge,AV-HV,2.0,0.8896231594197088
5587,Merge,AV-HV,2.0,1.3307822807865382
5588,Merge,AV-HV,2.0,1.8057659257045056
5589,Merge,AV-HV,2.0,2.3116367156193105
5590,Merge,AV-HV,2.0,2.855727931245506
5591,Merge,AV-HV,2.0,3.4574446892681467
5592,Merge,AV-HV,2.0,4.1397405866167984
5593,Merge,AV-HV,2.0,4.915312435412252
5594,Merge,AV-HV,2.0,5.81860122905475
5595,Merge,AV-HV,2.0,6.86884609897423
5596,Merge,AV-HV,2.0,7.965468050496526
